age,gender,study_hours_per_day,social_media_hours,netflix_hours,attendance_percentage,sleep_hours,mental_health_rating,exercise_frequency,diet_quality,internet_quality,exam_score,academic_risk_level,recommendations
18,Female,0.8,3.3,0.2,85.7,7.1,9,4,Good,Poor,51.8,High Risk,"['Increase daily study hours to at least 2-3 hours.', 'Reduce social media usage to improve focus.', 'Improve internet access or use campus resources for online learning.']"
22,Male,2.7,4.7,1.7,67.5,5.7,9,2,Poor,Good,59.3,High Risk,"['Reduce social media usage to improve focus.', 'Improve class attendance to at least 80%.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Improve diet quality to support better academic performance.']"
18,Male,2.3,2.3,1.7,88.3,6.2,4,4,Good,Good,58.5,High Risk,['Focus on mental well-being and seek support if needed.']
19,Female,2.6,3.3,2.4,74.5,7.1,3,0,Fair,Good,44.5,High Risk,"['Reduce social media usage to improve focus.', 'Reduce entertainment screen time.', 'Improve class attendance to at least 80%.', 'Focus on mental well-being and seek support if needed.', 'Increase weekly physical activity for better balance.']"
17,Male,3.2,2.6,2.8,100.0,7.1,10,1,Fair,Good,75.4,Medium Risk,"['Reduce entertainment screen time.', 'Increase weekly physical activity for better balance.']"
23,Female,2.8,4.1,1.7,90.2,5.2,6,1,Fair,Average,54.9,High Risk,"['Reduce social media usage to improve focus.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Increase weekly physical activity for better balance.']"
20,Male,0.5,1.6,3.8,81.0,7.7,3,4,Good,Average,30.2,High Risk,"['Increase daily study hours to at least 2-3 hours.', 'Reduce entertainment screen time.', 'Focus on mental well-being and seek support if needed.']"
18,Female,4.6,3.4,2.0,77.5,7.9,1,0,Good,Good,71.8,Medium Risk,"['Reduce social media usage to improve focus.', 'Focus on mental well-being and seek support if needed.', 'Increase weekly physical activity for better balance.']"
21,Male,1.9,2.3,1.4,84.0,5.1,4,4,Fair,Poor,51.8,High Risk,"['Increase daily study hours to at least 2-3 hours.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.', 'Improve internet access or use campus resources for online learning.']"
18,Male,3.9,2.4,0.0,91.1,5.5,1,3,Good,Poor,59.5,High Risk,"['Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.', 'Improve internet access or use campus resources for online learning.']"
21,Male,6.6,2.6,1.5,84.7,7.9,2,1,Fair,Poor,96.6,Low Risk,"['Focus on mental well-being and seek support if needed.', 'Increase weekly physical activity for better balance.', 'Improve internet access or use campus resources for online learning.']"
19,Male,2.1,2.8,1.4,82.8,6.3,3,1,Poor,Average,44.1,High Risk,"['Focus on mental well-being and seek support if needed.', 'Increase weekly physical activity for better balance.', 'Improve diet quality to support better academic performance.']"
21,Male,0.0,2.4,2.9,85.6,3.8,8,3,Poor,Average,30.5,High Risk,"['Increase daily study hours to at least 2-3 hours.', 'Reduce entertainment screen time.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Improve diet quality to support better academic performance.']"
24,Male,3.1,2.8,2.3,79.0,4.8,10,0,Poor,Average,63.7,Medium Risk,"['Reduce entertainment screen time.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Increase weekly physical activity for better balance.', 'Improve diet quality to support better academic performance.']"
20,Female,5.2,4.4,0.5,81.6,6.2,4,1,Fair,Poor,74.0,Medium Risk,"['Reduce social media usage to improve focus.', 'Focus on mental well-being and seek support if needed.', 'Increase weekly physical activity for better balance.', 'Improve internet access or use campus resources for online learning.']"
17,Male,6.4,3.7,2.0,64.1,5.1,4,6,Fair,Good,98.8,Low Risk,"['Reduce social media usage to improve focus.', 'Improve class attendance to at least 80%.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.']"
21,Female,1.7,3.5,2.5,94.7,6.0,10,5,Good,Good,53.0,High Risk,"['Increase daily study hours to at least 2-3 hours.', 'Reduce social media usage to improve focus.', 'Reduce entertainment screen time.']"
21,Female,4.2,2.0,3.5,88.0,6.5,9,5,Good,Average,84.6,Low Risk,['Reduce entertainment screen time.']
17,Female,2.8,1.4,2.8,77.3,8.3,7,5,Poor,Poor,73.0,Medium Risk,"['Reduce entertainment screen time.', 'Improve diet quality to support better academic performance.', 'Improve internet access or use campus resources for online learning.']"
20,Male,3.3,3.6,2.6,100.0,6.2,2,2,Fair,Poor,57.1,High Risk,"['Reduce social media usage to improve focus.', 'Reduce entertainment screen time.', 'Focus on mental well-being and seek support if needed.', 'Improve internet access or use campus resources for online learning.']"
18,Female,7.5,3.6,1.9,85.9,7.8,3,6,Fair,Average,100.0,Low Risk,"['Reduce social media usage to improve focus.', 'Focus on mental well-being and seek support if needed.']"
21,Male,1.2,4.3,2.2,74.6,8.2,4,2,Fair,Average,36.2,High Risk,"['Increase daily study hours to at least 2-3 hours.', 'Reduce social media usage to improve focus.', 'Reduce entertainment screen time.', 'Improve class attendance to at least 80%.', 'Focus on mental well-being and seek support if needed.']"
17,Male,3.9,1.8,3.2,93.6,8.2,4,0,Poor,Average,65.6,Medium Risk,"['Reduce entertainment screen time.', 'Focus on mental well-being and seek support if needed.', 'Increase weekly physical activity for better balance.', 'Improve diet quality to support better academic performance.']"
24,Other,4.2,2.2,0.3,89.0,6.8,10,3,Poor,Good,87.5,Low Risk,['Improve diet quality to support better academic performance.']
24,Male,5.1,0.5,1.4,88.9,4.1,8,4,Good,Average,100.0,Low Risk,['Improve sleep routine and aim for 7-8 hours of sleep.']
19,Female,3.6,2.0,1.0,80.7,7.1,10,6,Good,Average,85.6,Low Risk,['Maintain current positive study and lifestyle habits.']
17,Female,4.0,3.7,2.2,89.5,7.8,10,0,Poor,Average,89.4,Low Risk,"['Reduce social media usage to improve focus.', 'Reduce entertainment screen time.', 'Increase weekly physical activity for better balance.', 'Improve diet quality to support better academic performance.']"
19,Female,2.9,1.9,3.2,82.4,6.4,6,4,Fair,Good,66.9,Medium Risk,['Reduce entertainment screen time.']
24,Female,3.9,3.3,1.1,90.6,8.6,3,0,Fair,Good,56.0,High Risk,"['Reduce social media usage to improve focus.', 'Focus on mental well-being and seek support if needed.', 'Increase weekly physical activity for better balance.']"
20,Male,3.0,2.3,0.0,66.0,7.5,9,2,Good,Good,77.9,Medium Risk,['Improve class attendance to at least 80%.']
18,Male,4.4,2.9,1.3,80.7,7.2,10,5,Fair,Good,91.3,Low Risk,['Maintain current positive study and lifestyle habits.']
17,Female,2.9,1.1,2.8,100.0,7.8,8,3,Poor,Average,68.4,Medium Risk,"['Reduce entertainment screen time.', 'Improve diet quality to support better academic performance.']"
23,Male,4.1,2.6,2.4,77.3,6.9,9,2,Good,Average,85.3,Low Risk,['Reduce entertainment screen time.']
24,Male,3.5,0.0,2.3,79.0,3.5,5,3,Fair,Good,64.4,Medium Risk,"['Reduce entertainment screen time.', 'Improve sleep routine and aim for 7-8 hours of sleep.']"
24,Male,5.2,2.3,1.5,80.5,5.9,3,6,Fair,Poor,82.8,Low Risk,"['Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.', 'Improve internet access or use campus resources for online learning.']"
23,Male,3.4,0.5,0.4,72.9,7.9,4,4,Fair,Good,78.0,Medium Risk,"['Improve class attendance to at least 80%.', 'Focus on mental well-being and seek support if needed.']"
22,Male,0.8,3.9,2.4,62.9,5.5,5,0,Fair,Good,31.5,High Risk,"['Increase daily study hours to at least 2-3 hours.', 'Reduce social media usage to improve focus.', 'Reduce entertainment screen time.', 'Improve class attendance to at least 80%.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Increase weekly physical activity for better balance.']"
24,Male,5.4,3.4,0.9,82.7,6.2,9,1,Fair,Good,92.3,Low Risk,"['Reduce social media usage to improve focus.', 'Increase weekly physical activity for better balance.']"
21,Female,2.1,3.1,4.2,86.4,5.2,9,1,Fair,Poor,50.1,High Risk,"['Reduce social media usage to improve focus.', 'Reduce entertainment screen time.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Increase weekly physical activity for better balance.', 'Improve internet access or use campus resources for online learning.']"
20,Female,2.5,4.3,2.4,84.5,8.6,3,3,Fair,Good,49.4,High Risk,"['Reduce social media usage to improve focus.', 'Reduce entertainment screen time.', 'Focus on mental well-being and seek support if needed.']"
17,Female,2.6,1.4,1.2,83.6,8.5,7,5,Poor,Average,80.3,Low Risk,['Improve diet quality to support better academic performance.']
23,Male,5.6,4.6,1.1,85.4,5.4,6,5,Good,Poor,89.7,Low Risk,"['Reduce social media usage to improve focus.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Improve internet access or use campus resources for online learning.']"
21,Male,0.3,3.6,1.7,95.2,6.7,4,3,Poor,Average,33.6,High Risk,"['Increase daily study hours to at least 2-3 hours.', 'Reduce social media usage to improve focus.', 'Focus on mental well-being and seek support if needed.', 'Improve diet quality to support better academic performance.']"
23,Male,8.2,2.2,1.5,83.1,5.7,5,2,Poor,Good,100.0,Low Risk,"['Improve sleep routine and aim for 7-8 hours of sleep.', 'Improve diet quality to support better academic performance.']"
17,Female,5.1,3.9,3.0,79.3,7.2,10,1,Good,Average,90.6,Low Risk,"['Reduce social media usage to improve focus.', 'Reduce entertainment screen time.', 'Increase weekly physical activity for better balance.']"
19,Female,3.8,1.2,2.0,82.2,7.1,2,2,Good,Average,66.3,Medium Risk,['Focus on mental well-being and seek support if needed.']
17,Male,3.4,1.5,1.0,90.8,7.5,7,4,Good,Poor,86.1,Low Risk,['Improve internet access or use campus resources for online learning.']
22,Female,3.9,1.8,3.9,99.1,6.9,4,1,Fair,Good,65.5,Medium Risk,"['Reduce entertainment screen time.', 'Focus on mental well-being and seek support if needed.', 'Increase weekly physical activity for better balance.']"
17,Male,4.3,1.9,1.9,78.7,10.0,2,4,Fair,Good,82.9,Low Risk,['Focus on mental well-being and seek support if needed.']
17,Female,4.5,1.2,2.6,86.0,5.3,6,0,Good,Good,76.3,Medium Risk,"['Reduce entertainment screen time.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Increase weekly physical activity for better balance.']"
22,Female,4.3,4.0,1.1,88.4,4.4,2,2,Good,Average,59.0,High Risk,"['Reduce social media usage to improve focus.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.']"
20,Female,3.6,2.2,2.2,75.1,6.0,10,3,Fair,Average,76.1,Medium Risk,['Reduce entertainment screen time.']
24,Female,3.2,2.9,2.1,85.2,4.6,2,1,Good,Good,40.3,High Risk,"['Reduce entertainment screen time.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.', 'Increase weekly physical activity for better balance.']"
17,Female,3.3,1.8,0.0,70.3,4.7,7,2,Poor,Average,65.2,Medium Risk,"['Improve class attendance to at least 80%.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Improve diet quality to support better academic performance.']"
22,Male,3.2,0.3,4.0,67.3,5.3,1,3,Good,Good,43.9,High Risk,"['Reduce entertainment screen time.', 'Improve class attendance to at least 80%.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.']"
21,Female,5.2,2.8,3.2,88.7,5.4,7,0,Good,Good,89.5,Low Risk,"['Reduce entertainment screen time.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Increase weekly physical activity for better balance.']"
19,Male,4.4,0.2,1.4,81.2,5.4,10,1,Good,Average,80.7,Low Risk,"['Improve sleep routine and aim for 7-8 hours of sleep.', 'Increase weekly physical activity for better balance.']"
19,Female,0.0,2.4,0.6,87.0,7.1,5,4,Good,Average,53.0,High Risk,['Increase daily study hours to at least 2-3 hours.']
17,Female,4.5,0.9,2.2,84.8,5.9,1,0,Good,Good,70.6,Medium Risk,"['Reduce entertainment screen time.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.', 'Increase weekly physical activity for better balance.']"
20,Female,3.8,4.9,1.9,75.2,6.3,6,5,Poor,Average,65.5,Medium Risk,"['Reduce social media usage to improve focus.', 'Improve diet quality to support better academic performance.']"
20,Male,3.5,3.6,2.2,84.5,7.6,7,3,Fair,Average,75.1,Medium Risk,"['Reduce social media usage to improve focus.', 'Reduce entertainment screen time.']"
21,Female,2.9,2.6,2.0,72.7,5.6,1,1,Poor,Good,43.5,High Risk,"['Improve class attendance to at least 80%.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.', 'Increase weekly physical activity for better balance.', 'Improve diet quality to support better academic performance.']"
17,Female,5.2,4.0,2.4,98.9,6.2,9,1,Fair,Average,80.6,Low Risk,"['Reduce social media usage to improve focus.', 'Reduce entertainment screen time.', 'Increase weekly physical activity for better balance.']"
19,Female,4.9,1.5,3.4,71.4,6.9,7,6,Good,Good,88.2,Low Risk,"['Reduce entertainment screen time.', 'Improve class attendance to at least 80%.']"
20,Male,2.3,3.2,2.4,83.0,4.2,1,6,Fair,Poor,48.5,High Risk,"['Reduce social media usage to improve focus.', 'Reduce entertainment screen time.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.', 'Improve internet access or use campus resources for online learning.']"
17,Male,4.1,2.7,0.6,74.6,3.6,3,0,Fair,Good,67.3,Medium Risk,"['Improve class attendance to at least 80%.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.', 'Increase weekly physical activity for better balance.']"
23,Male,2.0,2.8,3.3,90.7,6.9,5,1,Fair,Poor,50.7,High Risk,"['Reduce entertainment screen time.', 'Increase weekly physical activity for better balance.', 'Improve internet access or use campus resources for online learning.']"
20,Male,1.4,4.0,3.6,81.7,7.1,4,3,Good,Poor,35.4,High Risk,"['Increase daily study hours to at least 2-3 hours.', 'Reduce social media usage to improve focus.', 'Reduce entertainment screen time.', 'Focus on mental well-being and seek support if needed.', 'Improve internet access or use campus resources for online learning.']"
22,Female,2.6,3.4,5.3,79.8,9.0,2,0,Poor,Good,49.1,High Risk,"['Reduce social media usage to improve focus.', 'Reduce entertainment screen time.', 'Focus on mental well-being and seek support if needed.', 'Increase weekly physical activity for better balance.', 'Improve diet quality to support better academic performance.']"
23,Male,4.8,2.8,0.6,93.5,6.7,1,4,Fair,Good,85.4,Low Risk,['Focus on mental well-being and seek support if needed.']
24,Other,4.9,0.5,2.1,85.3,7.5,4,0,Poor,Average,83.9,Low Risk,"['Reduce entertainment screen time.', 'Focus on mental well-being and seek support if needed.', 'Increase weekly physical activity for better balance.', 'Improve diet quality to support better academic performance.']"
20,Male,4.3,1.3,0.0,90.2,6.3,7,0,Good,Average,90.4,Low Risk,['Increase weekly physical activity for better balance.']
19,Male,4.6,2.4,2.4,75.2,6.9,4,4,Poor,Good,87.8,Low Risk,"['Reduce entertainment screen time.', 'Focus on mental well-being and seek support if needed.', 'Improve diet quality to support better academic performance.']"
18,Female,4.3,2.6,1.2,71.0,8.5,9,5,Good,Average,87.5,Low Risk,['Improve class attendance to at least 80%.']
23,Female,2.5,1.1,3.9,86.1,4.0,8,6,Fair,Good,58.2,High Risk,"['Reduce entertainment screen time.', 'Improve sleep routine and aim for 7-8 hours of sleep.']"
24,Female,4.1,5.4,0.9,81.8,7.0,8,3,Poor,Good,73.2,Medium Risk,"['Reduce social media usage to improve focus.', 'Improve diet quality to support better academic performance.']"
21,Female,4.7,4.3,0.0,91.3,9.1,5,5,Good,Good,83.5,Low Risk,['Reduce social media usage to improve focus.']
21,Female,4.6,3.2,1.3,84.2,6.8,1,5,Poor,Average,77.6,Medium Risk,"['Reduce social media usage to improve focus.', 'Focus on mental well-being and seek support if needed.', 'Improve diet quality to support better academic performance.']"
19,Male,5.3,2.6,0.0,87.1,8.5,9,5,Fair,Average,98.4,Low Risk,['Maintain current positive study and lifestyle habits.']
20,Other,4.6,2.2,2.6,68.8,5.7,2,6,Poor,Good,78.5,Medium Risk,"['Reduce entertainment screen time.', 'Improve class attendance to at least 80%.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.', 'Improve diet quality to support better academic performance.']"
17,Other,4.0,1.4,0.0,100.0,6.5,6,2,Fair,Poor,81.1,Low Risk,['Improve internet access or use campus resources for online learning.']
20,Female,5.1,2.6,1.8,83.4,6.5,10,6,Fair,Average,100.0,Low Risk,['Maintain current positive study and lifestyle habits.']
19,Male,3.5,2.8,0.0,92.0,3.8,5,5,Fair,Poor,58.7,High Risk,"['Improve sleep routine and aim for 7-8 hours of sleep.', 'Improve internet access or use campus resources for online learning.']"
21,Female,2.2,1.0,1.4,76.6,5.1,10,2,Poor,Poor,62.6,Medium Risk,"['Improve sleep routine and aim for 7-8 hours of sleep.', 'Improve diet quality to support better academic performance.', 'Improve internet access or use campus resources for online learning.']"
20,Male,3.3,2.9,3.6,88.1,5.2,8,4,Fair,Average,60.3,Medium Risk,"['Reduce entertainment screen time.', 'Improve sleep routine and aim for 7-8 hours of sleep.']"
21,Male,2.4,2.3,2.2,72.0,7.5,3,6,Good,Average,63.9,Medium Risk,"['Reduce entertainment screen time.', 'Improve class attendance to at least 80%.', 'Focus on mental well-being and seek support if needed.']"
23,Male,2.5,0.2,0.9,89.5,7.5,6,3,Good,Good,80.0,Low Risk,['Maintain current positive study and lifestyle habits.']
24,Male,3.3,1.5,1.8,81.4,6.9,6,5,Fair,Average,62.6,Medium Risk,['Maintain current positive study and lifestyle habits.']
17,Female,2.3,2.0,1.8,85.3,7.5,10,1,Fair,Average,71.4,Medium Risk,['Increase weekly physical activity for better balance.']
23,Female,3.0,4.8,2.3,92.0,6.3,3,4,Fair,Poor,60.6,Medium Risk,"['Reduce social media usage to improve focus.', 'Reduce entertainment screen time.', 'Focus on mental well-being and seek support if needed.', 'Improve internet access or use campus resources for online learning.']"
21,Female,0.7,3.2,0.3,72.7,7.9,7,2,Fair,Good,47.2,High Risk,"['Increase daily study hours to at least 2-3 hours.', 'Reduce social media usage to improve focus.', 'Improve class attendance to at least 80%.']"
21,Male,3.8,0.9,2.5,78.2,6.5,4,6,Poor,Average,78.1,Medium Risk,"['Reduce entertainment screen time.', 'Focus on mental well-being and seek support if needed.', 'Improve diet quality to support better academic performance.']"
18,Male,3.5,3.1,0.0,89.6,6.6,5,3,Fair,Good,75.5,Medium Risk,['Reduce social media usage to improve focus.']
18,Male,2.3,0.6,1.1,100.0,6.2,9,0,Fair,Good,73.5,Medium Risk,['Increase weekly physical activity for better balance.']
23,Other,4.5,3.8,1.3,83.6,7.3,6,3,Fair,Poor,74.6,Medium Risk,"['Reduce social media usage to improve focus.', 'Improve internet access or use campus resources for online learning.']"
22,Male,4.9,1.9,2.5,90.9,6.0,10,3,Fair,Average,98.7,Low Risk,['Reduce entertainment screen time.']
23,Female,1.1,2.4,1.8,83.9,7.7,4,5,Good,Average,49.2,High Risk,"['Increase daily study hours to at least 2-3 hours.', 'Focus on mental well-being and seek support if needed.']"
18,Female,2.4,4.1,0.3,100.0,5.1,8,5,Poor,Good,67.4,Medium Risk,"['Reduce social media usage to improve focus.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Improve diet quality to support better academic performance.']"
21,Male,2.3,1.0,0.7,67.5,5.2,9,6,Good,Good,72.5,Medium Risk,"['Improve class attendance to at least 80%.', 'Improve sleep routine and aim for 7-8 hours of sleep.']"
19,Female,2.1,0.8,2.0,85.9,7.3,10,6,Good,Good,68.4,Medium Risk,['Maintain current positive study and lifestyle habits.']
23,Female,4.7,1.8,1.7,68.7,6.4,5,2,Fair,Average,70.0,Medium Risk,['Improve class attendance to at least 80%.']
21,Female,3.2,3.7,1.2,59.9,6.0,2,6,Fair,Good,56.1,High Risk,"['Reduce social media usage to improve focus.', 'Improve class attendance to at least 80%.', 'Focus on mental well-being and seek support if needed.']"
19,Female,3.1,0.7,1.3,88.0,7.6,6,2,Fair,Poor,81.5,Low Risk,['Improve internet access or use campus resources for online learning.']
19,Male,0.5,0.0,2.6,86.4,5.8,8,5,Poor,Poor,45.0,High Risk,"['Increase daily study hours to at least 2-3 hours.', 'Reduce entertainment screen time.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Improve diet quality to support better academic performance.', 'Improve internet access or use campus resources for online learning.']"
18,Male,4.5,2.0,1.2,82.2,6.3,5,5,Fair,Good,84.4,Low Risk,['Maintain current positive study and lifestyle habits.']
23,Female,1.6,3.2,1.7,83.9,8.2,1,1,Good,Good,36.8,High Risk,"['Increase daily study hours to at least 2-3 hours.', 'Reduce social media usage to improve focus.', 'Focus on mental well-being and seek support if needed.', 'Increase weekly physical activity for better balance.']"
20,Female,3.6,3.9,4.2,100.0,8.3,8,1,Poor,Poor,65.6,Medium Risk,"['Reduce social media usage to improve focus.', 'Reduce entertainment screen time.', 'Increase weekly physical activity for better balance.', 'Improve diet quality to support better academic performance.', 'Improve internet access or use campus resources for online learning.']"
17,Male,3.9,1.9,0.2,82.4,8.4,9,4,Fair,Poor,93.5,Low Risk,['Improve internet access or use campus resources for online learning.']
18,Female,5.5,2.0,0.0,90.1,6.2,1,5,Good,Poor,93.7,Low Risk,"['Focus on mental well-being and seek support if needed.', 'Improve internet access or use campus resources for online learning.']"
18,Female,1.5,3.9,2.7,78.5,8.0,8,0,Good,Poor,42.3,High Risk,"['Increase daily study hours to at least 2-3 hours.', 'Reduce social media usage to improve focus.', 'Reduce entertainment screen time.', 'Increase weekly physical activity for better balance.', 'Improve internet access or use campus resources for online learning.']"
20,Female,0.0,0.3,1.1,88.0,5.4,10,1,Fair,Average,53.3,High Risk,"['Increase daily study hours to at least 2-3 hours.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Increase weekly physical activity for better balance.']"
17,Male,3.8,2.0,1.4,82.6,5.4,2,2,Good,Good,65.9,Medium Risk,"['Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.']"
21,Female,6.2,2.7,0.9,80.9,3.7,4,3,Fair,Good,87.9,Low Risk,"['Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.']"
22,Female,5.4,3.0,1.5,100.0,8.5,2,6,Poor,Good,94.5,Low Risk,"['Focus on mental well-being and seek support if needed.', 'Improve diet quality to support better academic performance.']"
23,Male,3.8,1.9,3.6,96.8,5.5,2,6,Fair,Good,77.8,Medium Risk,"['Reduce entertainment screen time.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.']"
22,Male,2.8,2.5,2.7,86.4,6.3,10,4,Fair,Average,74.6,Medium Risk,['Reduce entertainment screen time.']
21,Other,4.7,0.0,2.7,62.0,5.4,3,1,Good,Good,67.5,Medium Risk,"['Reduce entertainment screen time.', 'Improve class attendance to at least 80%.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.', 'Increase weekly physical activity for better balance.']"
24,Male,2.0,1.7,0.2,81.4,7.3,8,3,Poor,Good,66.5,Medium Risk,['Improve diet quality to support better academic performance.']
18,Female,4.2,3.0,0.5,100.0,6.0,4,3,Fair,Average,78.4,Medium Risk,['Focus on mental well-being and seek support if needed.']
17,Female,4.3,1.3,0.0,82.7,4.9,7,1,Fair,Good,84.9,Low Risk,"['Improve sleep routine and aim for 7-8 hours of sleep.', 'Increase weekly physical activity for better balance.']"
18,Male,5.1,2.6,0.9,96.0,7.0,10,0,Fair,Average,96.6,Low Risk,['Increase weekly physical activity for better balance.']
19,Female,7.6,3.0,2.9,99.4,4.8,3,0,Poor,Good,100.0,Low Risk,"['Reduce entertainment screen time.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.', 'Increase weekly physical activity for better balance.', 'Improve diet quality to support better academic performance.']"
18,Male,4.1,2.1,2.4,87.2,5.5,10,4,Fair,Good,83.1,Low Risk,"['Reduce entertainment screen time.', 'Improve sleep routine and aim for 7-8 hours of sleep.']"
18,Female,2.7,2.7,1.6,76.6,4.0,3,0,Good,Average,36.9,High Risk,"['Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.', 'Increase weekly physical activity for better balance.']"
21,Male,3.5,1.3,1.8,60.6,4.8,2,4,Fair,Good,60.0,Medium Risk,"['Improve class attendance to at least 80%.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.']"
21,Female,0.8,2.3,1.0,91.8,6.7,6,2,Fair,Poor,44.3,High Risk,"['Increase daily study hours to at least 2-3 hours.', 'Improve internet access or use campus resources for online learning.']"
21,Male,2.5,3.2,2.0,76.9,4.1,6,1,Fair,Good,41.6,High Risk,"['Reduce social media usage to improve focus.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Increase weekly physical activity for better balance.']"
22,Male,2.9,2.7,2.6,86.8,4.7,1,3,Fair,Average,45.5,High Risk,"['Reduce entertainment screen time.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.']"
19,Other,2.7,1.8,0.0,72.5,6.5,7,4,Fair,Poor,68.2,Medium Risk,"['Improve class attendance to at least 80%.', 'Improve internet access or use campus resources for online learning.']"
24,Male,3.7,2.8,2.1,82.3,5.8,4,6,Good,Average,75.5,Medium Risk,"['Reduce entertainment screen time.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.']"
24,Female,2.3,3.4,2.8,85.3,8.9,3,0,Good,Good,40.9,High Risk,"['Reduce social media usage to improve focus.', 'Reduce entertainment screen time.', 'Focus on mental well-being and seek support if needed.', 'Increase weekly physical activity for better balance.']"
21,Male,5.2,0.0,1.3,87.7,8.7,8,6,Fair,Poor,100.0,Low Risk,['Improve internet access or use campus resources for online learning.']
17,Female,3.5,3.9,2.6,73.9,5.5,2,4,Fair,Good,65.6,Medium Risk,"['Reduce social media usage to improve focus.', 'Reduce entertainment screen time.', 'Improve class attendance to at least 80%.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.']"
22,Male,3.5,2.1,4.9,97.0,7.2,9,5,Good,Poor,75.9,Medium Risk,"['Reduce entertainment screen time.', 'Improve internet access or use campus resources for online learning.']"
20,Other,3.0,3.0,1.7,79.0,7.4,8,4,Fair,Good,69.8,Medium Risk,['Maintain current positive study and lifestyle habits.']
17,Male,3.7,3.9,2.2,68.3,5.8,8,0,Fair,Good,66.6,Medium Risk,"['Reduce social media usage to improve focus.', 'Reduce entertainment screen time.', 'Improve class attendance to at least 80%.', 'Improve sleep routine and aim for 7-8 hours of sleep.', 'Increase weekly physical activity for better balance.']"
23,Male,4.7,0.9,1.0,83.9,4.7,3,5,Fair,Average,84.5,Low Risk,"['Improve sleep routine and aim for 7-8 hours of sleep.', 'Focus on mental well-being and seek support if needed.']"
23,Male,2.2,1.6,2.0,85.3,6.5,4,5,Good,Average,65.6,Medium Risk,['Focus on mental well-being and seek support if needed.']
17,Male,2.5,2.2,2.3,86.6,6.3,2,0,Fair,Good,46.8,High Risk,"['Reduce entertainment screen time.', 'Focus on mental well-being and seek support if needed.', 'Increase weekly physical activity for better balance.']"
21,Female,3.0,1.6,2.0,98.6,6.0,2,5,Good,Good,67.7,Medium Risk,['Focus on mental well-being and seek support if needed.']
20,Male,1.5,4.6,0.7,82.6,7.0,4,1,Good,Good,45.4,High Risk,"['Increase daily study hours to at least 2-3 hours.', 'Reduce social media usage to improve focus.', 'Focus on mental well-being and seek support if needed.', 'Increase weekly physical activity for better balance.']"
20,Female,2.3,1.5,2.0,83.8,5.6,6,3,Fair,Average,57.0,High Risk,['Improve sleep routine and aim for 7-8 hours of sleep.']
22,Male,2.8,1.8,3.4,74.0,5.1,5,6,Good,Average,58.4,High Risk,"['Reduce entertainment screen time.', 'Improve class attendance to at least 80%.', 'Improve sleep routine and aim for 7-8 hours of sleep.']"
